host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,days_joined
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31202,103.85861,apartment,Private room,1,1,1,48,18,1124,18,18,1125,1125,18,1125,8,38,68,343,2,0,0,80,9,8,9,9,9,8,FALSE,136,2,134,0,0.07,50,1000,70,1,Private,5,31,3149
N/A,NA,NA,FALSE,2,2,FALSE,Bishan,Central Region,1.35331,103.83444,house,Private room,1,1,1,40,91,1125,91,91,1125,1125,91,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,46,58,NA,0.5,Shared,3,11,1858
a few days or more,0,NA,FALSE,2,2,FALSE,Woodlands,North Region,1.44458,103.79321,house,Private room,1,1,1,90,2,15,2,2,15,15,2,15,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,20,42,NA,1,Private,2,1,963
within a few hours,85,100,FALSE,7,7,TRUE,Kallang,Central Region,1.32698,103.86292,condominium,Private room,2,1,1,40,1,1125,1,1,1125,1125,1,1125,23,24,54,54,9,1,0,91,10,9,10,9,9,9,TRUE,5,0,5,0,0.28,55,187,NA,1,Private,6,12,953
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28217,103.84629,serviced apartment,Entire home/apt,4,1,2,118,6,1125,6,6,1125,1125,6,1125,0,28,58,62,31,9,1,94,10,10,10,10,10,9,FALSE,18,12,0,0,0.96,48,490,464,1,Other,3,20,1698
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.2794,103.78684,guesthouse,Private room,1,1,1,80,14,999,14,14,999,999,14,999,30,60,90,365,6,0,0,97,10,10,10,9,10,10,FALSE,26,0,20,0,0.19,39,1000,228,1,Shared,6,23,2355
a few days or more,0,NA,FALSE,1,1,TRUE,Sembawang,North Region,1.4471,103.83221,apartment,Private room,2,1,1,25,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,49,349,25,1,Shared,9,7,2227
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31697,103.82622,serviced apartment,Hotel room,2,NA,1,174,7,365,7,7,365,365,7,365,18,48,78,353,6,0,0,97,10,10,10,10,10,10,TRUE,20,15,0,0,0.19,34,1000,473,1,Other,7,37,2775
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.28238,103.84975,serviced apartment,Entire home/apt,3,1,1,100,90,1125,90,90,1125,1125,90,1125,30,60,84,359,4,0,0,100,10,10,10,10,10,10,FALSE,38,35,1,0,0.13,34,1000,1067,1,Other,5,22,2250
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28043,103.85321,condominium,Private room,1,1,1,77,90,360,90,90,360,360,90,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,39,871,773,1,Shared,5,22,2067
within an hour,100,100,TRUE,1,1,TRUE,Geylang,Central Region,1.31142,103.89306,condominium,Entire home/apt,2,1,1,116,1,99,1,1,1125,1125,1,1125,16,36,66,66,178,90,7,95,9,9,10,10,10,9,TRUE,1,1,0,0,5.72,48,1000,320,1.5,Other,6,33,1668
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28315,103.8419,apartment,Private room,1,1,1,58,18,1125,18,18,1125,1125,18,1125,25,55,85,360,1,0,0,80,8,10,8,8,8,8,TRUE,79,1,78,0,0.04,46,1000,84,1,Private,5,28,1550
a few days or more,33,50,FALSE,2,2,TRUE,River Valley,Central Region,1.29518,103.83876,condominium,Shared room,2,1,2,85,2,1125,2,2,1125,1125,2,1125,0,0,0,0,16,2,1,95,10,9,9,10,10,9,FALSE,2,0,0,2,0.5,27,102,4,1,Shared,5,18,1522
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28325,103.84675,serviced apartment,Hotel room,2,1,1,128,6,1125,6,6,1125,1125,6,1125,2,32,62,66,33,0,0,86,9,9,10,10,10,9,FALSE,18,12,0,0,1.03,30,612,464,1,Other,3,21,1698
N/A,NA,NA,FALSE,1,1,FALSE,Woodlands,North Region,1.42967,103.7843,condominium,Private room,1,1,1,24,92,1125,92,92,1125,1125,92,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,34,67,NA,2,Other,1,10,962
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.2842,103.84255,apartment,Private room,1,1,1,79,90,1125,90,90,1125,1125,90,1125,28,58,88,363,1,0,0,100,10,10,10,10,10,10,FALSE,136,2,134,0,0.07,41,1000,70,1,Private,5,30,3149
within an hour,100,75,TRUE,9,9,FALSE,Kallang,Central Region,1.30949,103.84984,hostel,Shared room,10,1,1,22,1,1125,1,1,1125,1125,1,1125,30,60,90,365,3,0,0,93,7,9,9,10,9,8,FALSE,9,0,0,9,0.1,43,1000,36,5,Shared,5,20,2056
within an hour,100,100,FALSE,3,3,FALSE,Bedok,East Region,1.31219,103.95253,campsite,Entire home/apt,4,1,2,220,1,7,1,1,7,7,1,7,0,0,0,0,23,1,0,91,9,9,10,9,9,9,TRUE,3,3,0,0,0.82,48,688,485,0,Other,2,3,1004
within a few hours,86,85,FALSE,7,7,TRUE,Downtown Core,Central Region,1.28002,103.85006,condominium,Entire home/apt,4,2,3,222,2,1125,2,2,1125,1125,2,1125,26,56,86,361,78,6,0,93,10,9,9,10,10,9,FALSE,5,5,0,0,2.44,19,1000,1212,1,Other,5,16,2681
N/A,NA,NA,FALSE,1,1,TRUE,Bukit Batok,West Region,1.3539,103.75796,condominium,Entire home/apt,3,2,2,65,93,1125,93,93,1125,1125,93,1125,30,60,90,90,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,37,357,268,1,Other,5,7,2475
within a few hours,100,98,FALSE,75,75,TRUE,Geylang,Central Region,1.3147,103.88163,apartment,Private room,1,1,0,39,18,1124,18,18,1125,1125,18,1125,30,60,90,365,2,0,0,80,6,7,9,10,8,8,FALSE,108,2,106,0,0.07,32,1000,84,3,Shared,7,28,2660
within an hour,100,75,TRUE,9,9,FALSE,Rochor,Central Region,1.30919,103.85075,hostel,Shared room,2,1,1,44,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,9,0,0,9,NA,49,288,36,1,Shared,5,18,2056
within an hour,100,75,TRUE,9,9,FALSE,Kallang,Central Region,1.30949,103.85039,hostel,Shared room,2,1,2,44,1,1125,1,1,1125,1125,1,1125,30,60,90,365,2,0,0,90,9,8,9,10,10,10,FALSE,9,0,0,9,0.06,49,288,36,1,Shared,5,18,2056
within an hour,100,75,TRUE,9,9,FALSE,Rochor,Central Region,1.30915,103.8517,hostel,Shared room,2,1,2,44,1,1125,1,1,1125,1125,1,1125,30,60,90,365,1,0,0,60,2,4,10,4,6,6,FALSE,9,0,0,9,0.03,49,288,36,1,Shared,5,18,2056
within an hour,100,75,TRUE,9,9,FALSE,Rochor,Central Region,1.30825,103.85055,hostel,Shared room,5,1,1,22,1,1125,1,1,1125,1125,1,1125,30,60,90,365,13,4,0,92,10,9,10,10,10,9,FALSE,9,0,0,9,0.45,43,1000,36,5,Shared,5,17,2056
within an hour,100,75,TRUE,9,9,FALSE,Rochor,Central Region,1.30784,103.84993,hostel,Shared room,10,1,1,22,2,1124,2,2,1124,1124,2,1124,30,60,90,365,2,0,0,90,10,9,10,10,10,10,FALSE,9,0,0,9,0.06,43,1000,36,5,Shared,5,17,2056
within an hour,100,75,FALSE,239,239,TRUE,Novena,Central Region,1.31663,103.84222,apartment,Entire home/apt,2,1,1,205,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,35,989,645,1,Other,8,26,1276
within a day,50,95,FALSE,6,6,TRUE,Rochor,Central Region,1.30242,103.85883,hotel,Hotel room,2,1,2,149,1,1125,1,1,1125,1125,1,1125,0,0,0,63,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,7,0,0,1,NA,39,825,NA,8.5,Other,3,17,1200
within a day,50,95,FALSE,6,6,TRUE,Rochor,Central Region,1.30264,103.86039,hotel,Hotel room,6,1,4,456,1,1125,1,1,365,1125,1,368.4,0,27,57,323,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,7,0,0,1,NA,39,825,NA,8.5,Other,3,15,1200
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28399,103.84173,apartment,Private room,1,1,1,61,18,1124,18,18,1125,1125,18,1125,26,56,86,361,2,0,0,80,8,8,9,9,10,8,FALSE,136,2,134,0,0.07,43,1000,70,1,Private,5,28,3149
within an hour,100,99,FALSE,1,1,TRUE,Tampines,East Region,1.34937,103.92836,condominium,Private room,2,1,1,92,1,1125,1,1,1125,1125,1,1125,22,52,82,82,167,40,1,92,9,9,10,10,10,9,TRUE,1,0,1,0,5.31,50,1000,NA,1,Private,7,37,972
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28362,103.84568,serviced apartment,Hotel room,2,1,1,104,6,300,6,6,300,300,6,300,21,42,72,76,15,0,0,88,10,9,10,9,10,9,FALSE,18,12,0,0,0.47,29,766,464,1,Other,3,19,1698
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28207,103.84625,apartment,Entire home/apt,4,1,2,148,6,1125,6,6,1125,1125,6,1125,0,0,0,0,13,3,0,86,8,9,9,9,9,8,FALSE,18,12,0,0,0.41,38,674,464,1,Other,3,20,1698
N/A,NA,NA,FALSE,6,6,TRUE,Bukit Merah,Central Region,1.28654,103.83483,loft,Private room,2,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,4,1,0,90,9,10,10,10,10,10,TRUE,6,0,6,0,0.17,41,470,21,1,Private,5,17,933
N/A,NA,NA,FALSE,6,6,TRUE,Bukit Merah,Central Region,1.28607,103.83408,loft,Private room,1,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,38,467,21,1,Private,5,16,933
N/A,NA,NA,FALSE,6,6,TRUE,Bukit Merah,Central Region,1.28618,103.83343,loft,Private room,2,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,2,1,0,80,9,8,6,9,10,8,TRUE,6,0,6,0,0.09,48,476,21,1,Private,5,16,933
N/A,NA,92,TRUE,2,2,TRUE,Toa Payoh,Central Region,1.33803,103.87048,house,Private room,2,1,1,45,1,1125,1,1,1125,1125,1,1125,0,0,0,27,169,8,0,98,10,10,10,10,9,10,FALSE,2,0,2,0,5.3,46,1000,NA,1,Shared,6,14,1929
N/A,NA,NA,FALSE,6,6,TRUE,Outram,Central Region,1.28638,103.83493,loft,Private room,1,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,1,0,0,100,10,10,10,10,10,10,TRUE,6,0,6,0,0.05,39,468,21,1,Private,5,16,933
N/A,NA,NA,FALSE,6,6,TRUE,Outram,Central Region,1.28487,103.83557,loft,Private room,2,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,3,0,0,100,10,10,10,10,10,10,TRUE,6,0,6,0,0.13,46,475,21,1,Private,5,10,933
N/A,NA,NA,FALSE,6,6,TRUE,Bukit Merah,Central Region,1.28622,103.83427,loft,Private room,2,1,1,65,100,100,100,100,1125,1125,100,1125,29,59,89,364,2,1,0,70,6,6,10,10,10,6,TRUE,6,0,6,0,0.14,48,604,21,1,Private,5,13,933
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34593,103.7229,condominium,Private room,6,2,3,150,7,1125,7,7,1125,1125,7,1125,0,29,59,334,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,5,1,4,0,NA,41,999,57,3,Shared,7,21,2643
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32429,103.91604,bungalow,Private room,3,1,2,160,7,1125,7,7,1125,1125,7,1125,22,52,82,172,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,28,0,28,0,NA,49,1000,394,1,Private,3,24,1717
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28202,103.8533,condominium,Private room,1,1,0,95,60,360,60,60,360,360,60,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,39,829,773,1,Shared,5,21,2067
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28197,103.8465,serviced apartment,Hotel room,4,1,2,177,6,1125,6,6,1125,1125,6,1125,5,25,55,57,16,1,0,88,9,9,10,10,10,9,FALSE,18,12,0,0,0.51,28,772,464,1,Other,3,18,1698
within a few hours,100,50,FALSE,1,1,TRUE,Rochor,Central Region,1.30302,103.85223,condominium,Private room,2,1,1,45,30,1125,30,30,1125,1125,30,1125,0,0,0,144,1,1,0,80,8,8,8,10,8,6,FALSE,3,0,3,0,0.11,40,671,NA,1,Shared,8,20,1190
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.28113,103.78549,hotel,Hotel room,3,1,1,154,14,999,14,14,999,999,14,999,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,26,0,20,0,NA,46,608,228,1,Other,6,23,2355
within an hour,100,75,FALSE,239,239,TRUE,Queenstown,Central Region,1.29081,103.80655,condominium,Entire home/apt,2,1,1,205,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,47,996,645,1,Other,8,25,1276
within a few hours,86,85,FALSE,7,7,TRUE,Downtown Core,Central Region,1.28171,103.84959,condominium,Entire home/apt,4,2,1,222,2,1125,2,2,1125,1125,2,1125,25,27,27,27,23,0,0,96,9,9,9,10,10,9,FALSE,5,5,0,0,0.74,30,1000,1212,1,Other,5,16,2681
within an hour,100,98,FALSE,127,127,TRUE,Geylang,Central Region,1.31489,103.88158,apartment,Private room,1,1,0,39,18,1124,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,100,10,6,10,10,10,10,FALSE,136,2,134,0,0.04,40,1000,70,3,Shared,5,27,3149
within a few hours,100,98,FALSE,75,75,TRUE,Geylang,Central Region,1.3149,103.88163,apartment,Private room,1,1,0,27,18,1124,18,18,1125,1125,18,1125,30,60,90,365,2,1,0,100,10,10,10,10,9,10,FALSE,108,2,106,0,0.06,32,1000,84,3,Shared,7,28,2660
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31057,103.86284,apartment,Private room,1,1,1,29,18,1125,18,18,1125,1125,18,1125,25,55,85,360,1,0,0,100,10,8,10,10,10,10,FALSE,108,2,106,0,0.03,43,999,84,3,Shared,7,28,2660
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.3099,103.86207,apartment,Private room,1,1,1,55,18,1125,18,18,1125,1125,18,1125,26,56,86,361,1,0,0,80,10,6,10,10,10,8,FALSE,108,2,106,0,0.03,48,1000,84,3,Shared,7,28,2660
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28334,103.84688,serviced apartment,Hotel room,2,1,1,108,6,1125,6,6,1125,1125,6,1125,27,57,87,89,41,0,0,91,10,9,10,10,10,9,FALSE,18,12,0,0,1.38,21,610,464,1,Other,3,21,1698
within a few hours,100,87,TRUE,2,2,TRUE,Bedok,East Region,1.32607,103.9461,apartment,Entire home/apt,2,1,1,109,150,1125,150,150,1125,1125,150,1125,0,0,0,87,63,6,0,98,10,10,10,10,10,10,FALSE,1,1,0,0,2,38,1000,23,1,Other,8,36,1210
within an hour,100,82,TRUE,6,6,TRUE,Downtown Core,Central Region,1.27786,103.85001,serviced apartment,Hotel room,2,1,1,376,365,365,1,1,365,365,1,365,0,0,0,0,10,0,0,96,10,9,10,9,10,10,TRUE,6,2,1,0,0.34,28,918,473,1,Other,4,27,1023
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28334,103.84161,apartment,Private room,1,1,1,25,18,1125,18,18,1125,1125,18,1125,28,58,88,363,1,0,0,60,8,6,8,10,10,6,FALSE,136,2,134,0,0.03,35,1000,70,0.5,Shared,5,28,3149
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31088,103.85871,apartment,Private room,1,1,1,59,18,1125,18,18,1125,1125,18,1125,0,26,56,331,1,0,0,100,10,10,10,10,10,10,FALSE,108,2,106,0,0.03,41,1000,84,1,Private,7,27,2660
within an hour,94,100,FALSE,18,18,TRUE,Tanglin,Central Region,1.31654,103.82645,serviced apartment,Hotel room,5,3,4,292,7,999,7,7,999,999,7,999,30,60,90,365,6,0,0,97,10,9,10,10,10,10,TRUE,20,15,0,0,0.2,47,1000,473,3.5,Other,7,35,2775
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28068,103.85209,condominium,Private room,1,1,1,85,60,360,60,60,360,360,60,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,43,517,773,1,Private,5,20,2067
within an hour,100,99,FALSE,6,6,TRUE,Kallang,Central Region,1.31644,103.85154,apartment,Private room,1,1,1,46,3,1125,3,3,1125,1125,3,1125,0,0,0,0,23,1,0,93,9,9,10,10,10,9,TRUE,6,2,4,0,0.77,47,744,42,1.5,Other,5,29,1801
a few days or more,46,82,FALSE,126,126,TRUE,Singapore River,Central Region,1.2933,103.84183,condominium,Entire home/apt,3,1,1,130,30,1125,30,30,1125,1125,30,1125,30,60,90,365,11,1,0,93,9,10,10,10,10,9,FALSE,69,68,0,0,0.4,45,1000,396,1,Other,8,31,2118
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31103,103.87802,condominium,Entire home/apt,9,3,7,258,30,1125,30,30,1125,1125,30,1125,30,60,90,365,9,1,0,88,9,9,10,10,9,9,FALSE,69,68,0,0,0.32,40,1000,396,3,Other,8,29,2118
a few days or more,46,82,FALSE,126,126,TRUE,Novena,Central Region,1.32368,103.85034,condominium,Entire home/apt,3,1,1,130,30,1125,30,30,1125,1125,30,1125,30,60,90,365,1,1,0,100,10,10,10,10,10,8,FALSE,69,68,0,0,0.08,32,1000,396,1,Other,8,24,2118
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31149,103.8782,condominium,Entire home/apt,6,2,4,178,30,1125,30,30,1125,1125,30,1125,30,60,90,365,40,3,0,93,9,9,10,9,9,9,FALSE,69,68,0,0,1.34,36,1000,396,2,Other,8,29,2118
within an hour,100,0,TRUE,3,3,TRUE,Singapore River,Central Region,1.29391,103.83143,apartment,Private room,2,1,1,80,30,1125,30,30,1125,1125,30,1125,30,60,90,365,5,1,0,100,10,10,10,10,9,9,FALSE,3,0,3,0,0.24,36,998,67,1,Private,6,23,3394
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.30919,103.86252,apartment,Private room,1,1,1,55,18,1125,18,18,1125,1125,18,1125,25,55,85,360,1,1,0,100,10,8,10,10,10,10,FALSE,108,2,106,0,0.2,47,1000,84,3,Shared,7,27,2660
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31033,103.86105,apartment,Private room,1,1,0,55,18,365,18,18,365,365,18,365,25,55,85,360,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,136,2,134,0,NA,49,1000,70,3,Shared,5,27,3149
within a few hours,100,97,FALSE,3,3,TRUE,Bukit Merah,Central Region,1.28912,103.82797,apartment,Private room,2,1,1,70,180,1125,180,180,1125,1125,180,1125,30,60,90,271,69,6,0,95,10,9,10,10,10,9,TRUE,2,0,2,0,2.23,38,1000,231,1,Private,7,43,1300
within an hour,100,98,FALSE,127,127,TRUE,Geylang,Central Region,1.3147,103.88163,apartment,Private room,1,1,1,39,18,1125,18,18,1125,1125,18,1125,30,60,90,365,2,0,0,70,7,5,8,8,9,6,FALSE,136,2,134,0,0.08,40,1000,70,3,Shared,5,28,3149
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31272,103.88583,condominium,Entire home/apt,14,5,7,500,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,69,68,0,0,NA,40,1000,396,5,Other,8,27,2118
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.30962,103.87745,condominium,Entire home/apt,6,2,3,178,30,1125,30,30,1125,1125,30,1125,30,60,90,365,50,3,0,95,10,9,10,10,9,9,FALSE,69,68,0,0,1.64,36,1000,396,2,Other,8,30,2118
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.30962,103.87811,condominium,Entire home/apt,9,3,5,258,30,1125,30,30,1125,1125,30,1125,30,60,90,365,30,3,0,91,9,9,9,9,9,9,FALSE,69,68,0,0,1.04,40,1000,396,3,Other,8,29,2118
a few days or more,46,82,FALSE,126,126,TRUE,Geylang,Central Region,1.31011,103.8777,condominium,Entire home/apt,16,5,7,500,30,1124,30,30,1124,1124,30,1124,30,60,90,365,4,0,0,95,9,10,10,9,9,9,FALSE,69,68,0,0,0.17,34,1000,396,5,Other,8,24,2118
within a day,50,100,FALSE,5,5,TRUE,Pasir Ris,East Region,1.37572,103.95394,condominium,Private room,1,1,1,50,90,365,90,90,365,365,90,365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,20,180,16,1,Shared,5,25,2012
within a day,100,25,FALSE,3,3,FALSE,Tampines,East Region,1.35921,103.93409,apartment,Private room,4,2,3,65,1,60,1,1,60,60,1,60,29,59,89,269,6,0,0,96,10,9,10,9,9,10,FALSE,1,0,1,0,0.2,44,997,2381,1,Shared,4,18,3432
a few days or more,29,100,FALSE,6,6,TRUE,Downtown Core,Central Region,1.27476,103.84478,condominium,Private room,4,1,1,119,4,1124,4,4,1124,1124,4,1124,23,53,83,358,4,0,0,87,7,9,7,7,8,8,TRUE,4,0,4,0,0.13,49,1000,23,1,Shared,6,23,2995
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31145,103.85813,apartment,Private room,1,1,1,69,18,1125,18,18,1125,1125,18,1125,28,58,88,363,1,0,0,100,10,10,10,10,10,10,FALSE,136,2,134,0,0.05,42,1000,70,1,Private,5,30,3149
within an hour,100,65,TRUE,3,3,TRUE,Bukit Timah,Central Region,1.31296,103.79707,apartment,Private room,2,1,1,116,2,200,2,2,200,200,2,200,29,59,89,364,6,1,0,100,10,9,10,10,10,10,FALSE,3,1,2,0,0.2,50,1000,176,1,Private,6,28,2114
within an hour,100,0,TRUE,1,1,TRUE,Geylang,Central Region,1.31588,103.90004,condominium,Entire home/apt,3,2,2,110,89,1125,46,89,1125,1125,88.9,1125,0,0,0,272,1,0,0,100,10,10,10,10,8,10,FALSE,1,1,0,0,0.06,50,720,NA,2,Other,4,24,1571
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28011,103.85329,condominium,Private room,3,1,1,94,45,360,45,45,360,360,45,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,49,514,773,1,Private,5,20,2067
a few days or more,0,0,FALSE,2,2,FALSE,River Valley,Central Region,1.2959,103.83642,condominium,Private room,2,1,1,75,2,7,2,2,7,7,2,7,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,43,997,54,1,Private,2,13,1557
within a day,100,NA,FALSE,3,3,TRUE,Bukit Batok,West Region,1.34994,103.74297,apartment,Private room,1,1,1,107,30,30,30,30,30,30,30,30,30,60,90,365,1,0,0,100,10,10,10,10,10,10,FALSE,3,0,3,0,0.03,45,926,26,1,Private,9,11,1802
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28223,103.8452,condominium,Entire home/apt,2,1,1,104,6,1125,6,6,1125,1125,6,1125,11,30,60,63,36,0,0,90,9,9,9,9,10,9,FALSE,18,12,0,0,1.2,44,1000,464,1,Other,3,18,1698
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28205,103.84535,serviced apartment,Hotel room,2,1,1,130,6,1125,6,6,1125,1125,6,1125,8,38,68,72,39,2,0,89,9,9,10,10,10,9,FALSE,18,12,0,0,1.31,21,614,464,1,Other,3,23,1698
within an hour,100,25,FALSE,17,17,TRUE,Newton,Central Region,1.30384,103.84014,apartment,Private room,1,1,1,59,15,1125,15,15,1125,1125,15,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,17,1,16,0,NA,50,997,946,4,Shared,7,17,2199
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28177,103.85345,condominium,Private room,1,1,2,90,50,360,50,50,360,360,50,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,32,468,773,1,Private,5,22,2067
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28223,103.84507,apartment,Entire home/apt,4,1,2,132,6,1125,6,6,1125,1125,6,1125,30,60,90,94,2,1,0,90,10,10,10,10,10,6,FALSE,18,12,0,0,0.14,12,834,464,1,Other,3,15,1698
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28129,103.85316,condominium,Private room,1,1,1,95,45,360,45,45,360,360,45,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,42,186,773,1,Private,5,22,2067
a few days or more,0,67,FALSE,5,5,FALSE,Downtown Core,Central Region,1.28758,103.85031,bed and breakfast,Shared room,2,1,1,77,1,14,1,1,14,14,1,14,30,60,90,365,1,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,5,0,0,5,0.03,23,330,NA,4,Shared,3,9,1912
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28285,103.8451,serviced apartment,Hotel room,4,1,2,167,6,1125,6,6,1125,1125,6,1125,0,3,28,32,32,1,0,90,9,9,9,10,10,9,FALSE,18,12,0,0,1.05,15,772,464,1,Other,3,17,1698
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31222,103.85859,apartment,Private room,1,1,1,40,18,1125,18,18,1125,1125,18,1125,26,56,86,361,2,0,0,100,10,10,10,10,10,9,FALSE,136,2,134,0,0.07,38,1000,70,1,Private,5,32,3149
within a few hours,100,100,TRUE,5,5,TRUE,Singapore River,Central Region,1.28828,103.84753,hostel,Shared room,1,1,1,35,1,365,1,1,365,365,1,365,0,0,0,0,12,0,0,92,9,10,9,10,10,9,TRUE,5,0,1,4,0.42,49,1000,1219,0,Shared,6,19,1034
